attendance,participation,assignment score,year_of study,number of subjects taken,class size,peer performance,cats,rats,Final exam
20,20,3,5,4,176,12,16,9,81
16,9,9,2,6,172,64,20,10,83
10,18,3,4,4,111,66,31,9,78
7,18,1,6,3,128,29,40,4,62
5,15,10,5,5,57,65,28,1,66
8,17,10,5,3,92,66,14,10,76
15,5,10,6,4,51,80,3,4,62
5,17,8,6,7,189,64,19,6,62
17,19,7,5,3,155,25,25,1,79
11,11,4,4,7,90,100,31,3,69
9,19,2,6,7,50,24,22,4,56
16,2,2,2,5,103,62,34,3,62
20,20,5,2,3,180,19,7,2,73
13,5,4,5,4,49,60,12,5,52
10,14,6,5,5,104,3,9,4,50
15,5,7,1,3,155,35,24,10,73
1,17,6,6,3,145,40,21,3,48
4,15,7,4,7,171,6,20,8,53
10,6,9,1,7,128,57,33,5,70
11,6,1,5,7,177,56,14,9,47
2,19,6,1,4,108,48,8,1,46
3,14,1,4,3,92,60,23,4,46
18,4,4,6,5,150,45,38,10,78
8,7,6,5,4,172,7,29,9,56
19,10,7,5,6,58,55,18,8,80
20,8,1,3,5,129,79,6,6,63
2,17,2,4,6,74,45,36,6,56
16,2,2,6,7,113,35,1,9,43
11,10,5,6,6,86,2,2,3,39
8,12,7,6,6,50,59,24,6,64
14,19,5,2,4,136,32,29,9,85
16,4,4,5,5,65,67,24,9,69
12,17,10,3,6,179,89,16,5,81
17,15,9,1,6,191,49,29,6,91
4,13,1,4,3,66,12,22,8,44
12,1,9,2,5,41,33,35,8,70
2,4,7,6,7,193,65,5,6,31
3,11,10,5,7,155,63,17,10,59
2,8,9,3,4,116,53,23,10,57
10,4,5,3,7,172,31,40,10,65
12,13,2,3,6,171,42,20,2,54
6,5,7,1,6,53,41,14,1,40
9,2,6,2,7,195,85,40,3,62
6,20,7,5,6,127,37,1,3,49
11,14,1,6,6,67,30,6,5,45
16,20,7,4,6,44,53,36,7,97
10,10,8,3,5,151,89,30,9,79
8,7,3,2,4,93,32,38,1,52
19,13,5,5,3,91,9,28,6,78
1,9,2,4,4,173,69,40,9,54
19,17,6,1,6,75,39,29,6,91
1,18,3,2,5,62,18,13,5,41
6,3,4,3,6,171,77,37,8,57
18,18,7,3,5,62,91,21,10,98
18,6,8,6,4,198,70,15,10,77
14,15,1,6,6,106,90,39,9,84
7,12,7,1,7,82,75,28,8,71
19,8,3,3,7,104,1,7,8,57
18,4,3,2,3,41,94,17,8,72
19,8,4,6,6,188,16,32,5,70
2,9,9,2,7,127,42,40,1,56
6,2,8,3,7,72,43,34,2,50
5,11,3,5,4,125,72,18,1,43
4,9,5,3,3,107,10,19,2,38
18,6,6,6,6,144,86,5,6,64
7,2,4,4,6,164,75,8,2,32
7,3,3,4,4,54,91,12,10,48
15,4,9,1,6,112,54,35,5,78
11,14,6,5,7,165,95,30,9,81
1,13,3,5,7,70,11,11,2,26
10,4,7,6,4,113,98,9,9,58
18,17,4,3,3,78,87,9,10,85
7,3,3,1,7,193,27,35,8,50
6,19,1,2,5,156,29,37,7,65
17,1,7,6,5,104,51,12,5,57
1,13,8,6,6,189,27,15,4,41
8,9,3,1,5,173,89,32,1,58
9,13,3,1,7,149,15,17,3,48
3,15,5,6,7,196,45,30,7,56
9,7,10,4,3,53,20,30,3,62
8,6,1,3,3,57,57,36,8,58
10,12,2,5,7,189,36,18,6,51
15,15,2,6,5,59,96,5,1,59
2,12,9,1,4,59,76,32,5,66
5,7,1,5,5,192,93,16,6,41
12,18,2,3,3,143,64,30,3,72
16,17,1,4,5,82,2,12,7,61
6,3,5,6,7,149,51,26,10,49
3,19,1,6,4,128,38,40,4,57
17,7,7,1,5,114,57,27,1,72
10,6,10,3,7,198,85,26,9,74
13,2,3,2,3,81,95,1,6,48
8,2,6,3,4,141,28,22,9,50
12,10,9,6,7,126,87,20,6,72
19,14,6,2,7,174,89,1,4,73
8,6,9,3,7,142,100,15,3,57
7,6,4,5,3,46,39,22,10,52
13,5,9,3,3,100,57,7,10,65
15,11,6,2,6,111,30,34,4,75
7,5,10,1,7,47,22,20,7,56
15,19,10,6,4,156,29,22,9,88
6,15,9,6,6,48,87,30,10,80
5,4,2,3,4,71,66,25,9,47
8,15,10,5,7,77,78,40,8,87
3,5,8,5,5,112,46,26,4,46
1,14,6,4,5,51,71,38,2,59
20,9,2,2,7,42,99,15,10,80
11,17,8,1,7,59,27,11,6,68
6,1,4,4,5,49,38,24,4,38
10,19,4,3,7,139,40,10,2,55
8,17,8,5,6,109,74,12,6,66
7,8,4,5,7,155,11,18,1,35
5,10,9,4,4,103,31,9,10,53
4,14,2,2,7,80,11,6,6,35
2,13,10,5,3,45,16,40,3,62
14,1,6,3,4,47,63,35,4,67
6,19,9,3,4,117,78,35,7,85
17,3,5,6,6,129,63,27,3,64
1,7,9,2,7,127,3,39,6,52
20,11,7,3,3,70,2,21,7,79
5,8,3,1,4,148,18,11,3,32
12,16,2,6,7,123,40,29,4,64
14,19,2,4,4,55,97,28,9,87
16,16,5,2,5,93,64,36,9,93
2,16,10,2,7,91,83,9,6,59
1,3,7,1,7,124,96,36,9,58
7,8,1,2,7,95,78,17,5,45
2,14,4,6,4,160,10,10,2,30
5,19,1,4,5,98,27,24,9,57
15,20,4,3,4,67,39,10,7,73
1,18,4,4,3,73,46,33,7,60
3,13,3,5,4,78,100,24,5,54
20,11,7,1,7,103,74,15,10,88
5,4,4,6,3,177,83,9,3,34
10,11,2,6,7,183,98,7,7,52
1,1,6,3,4,160,33,16,6,30
20,4,9,6,6,174,43,20,1,68
16,11,2,2,7,126,5,33,2,63
17,14,2,2,3,94,64,28,3,76
19,5,2,6,4,94,28,9,8,56
12,9,1,6,7,163,71,38,9,69
14,14,4,2,7,138,33,23,8,71
4,19,8,6,7,73,63,17,8,65
15,8,2,2,3,132,2,8,2,43
9,20,7,2,5,195,30,20,7,72
1,1,2,5,6,112,55,29,2,27
13,14,6,4,6,92,70,22,4,72
17,7,5,3,5,54,98,15,5,71
2,8,9,6,4,107,59,7,4,39
11,7,8,4,5,85,70,19,9,68
14,19,8,4,7,156,83,18,3,81
16,10,2,4,5,132,95,26,5,72
12,11,8,3,7,102,98,6,2,62
12,13,5,4,5,192,52,19,10,70
9,12,3,4,4,95,87,35,5,69
8,9,2,5,4,67,73,21,3,49
15,4,9,5,6,51,96,16,1,65
3,5,9,6,4,97,76,9,6,44
18,11,5,6,4,109,47,38,3,80
13,5,2,6,6,184,69,37,5,62
19,14,8,1,4,164,14,34,3,87
8,13,6,5,7,77,62,33,1,63
12,19,1,6,4,175,16,36,9,73
7,13,8,3,7,151,11,38,9,71
17,17,10,5,6,193,42,36,9,99
7,16,9,4,5,63,82,29,9,82
3,1,6,5,4,107,89,7,10,39
20,9,8,1,4,169,84,27,3,88
16,13,8,5,7,119,35,39,6,87
1,5,6,6,6,83,33,29,7,41
11,2,9,3,5,87,23,25,2,54
3,12,4,2,4,92,14,35,1,47
4,15,6,4,4,115,94,40,6,74
13,9,7,1,4,168,11,20,5,62
15,2,2,6,5,114,86,36,4,64
9,17,6,5,6,72,25,21,10,69
8,13,8,6,3,143,18,1,2,43
10,5,4,6,5,147,57,38,2,56
17,18,9,5,6,92,90,4,9,87
4,6,5,4,3,156,52,18,4,40
16,2,8,5,4,187,98,5,8,64
12,9,5,1,7,174,50,10,8,58
8,16,4,4,6,41,45,14,3,53
9,15,9,4,3,188,36,28,2,68
17,12,7,3,3,125,87,7,9,79
8,16,6,6,5,128,28,40,2,67
7,20,9,1,5,112,100,18,2,75
4,12,5,3,5,115,62,18,1,45
2,5,9,4,7,105,76,20,9,52
7,10,4,2,3,110,34,13,8,50
13,14,6,1,6,160,6,1,2,50
18,9,7,4,3,90,98,35,5,91
9,18,7,6,3,46,48,33,7,79
8,19,8,5,4,163,59,36,5,80
4,18,6,6,5,156,65,34,7,69
17,5,5,4,3,152,80,13,1,60
11,16,10,3,7,116,19,6,3,60
15,7,3,1,6,169,51,27,8,68
3,13,3,1,7,162,36,21,3,42
15,11,6,2,5,186,4,28,3,66
20,5,1,3,7,148,51,27,8,70
20,1,1,3,4,133,67,13,1,52
2,17,9,1,7,157,69,38,3,70
17,14,8,3,4,163,95,14,7,86
20,20,5,4,5,99,71,33,1,94
13,14,1,4,6,197,30,24,10,65
14,13,8,3,6,138,75,14,4,72
6,15,3,4,3,146,88,8,1,46
12,2,9,1,4,57,71,10,1,54
16,6,9,4,7,96,32,19,6,68
3,17,10,4,7,129,51,11,6,57
12,13,6,1,5,90,16,40,8,80
1,8,4,3,5,144,72,21,6,42
15,13,9,1,6,190,20,2,6,64
15,19,8,4,3,87,56,29,1,85
10,7,6,3,4,79,70,25,2,59
19,1,8,1,7,107,60,25,8,77
1,15,8,3,6,40,8,19,10,54
6,2,6,2,7,41,97,35,3,57
6,5,9,2,3,116,62,14,5,52
7,2,8,6,3,91,77,12,10,53
18,10,1,2,5,64,61,39,8,83
13,3,1,4,5,126,38,2,6,36
14,5,5,5,3,52,87,7,8,60
3,9,8,2,6,117,48,22,6,52
19,6,4,1,4,171,75,35,6,82
10,2,3,5,3,194,75,2,4,35
17,1,4,5,3,132,85,7,3,52
11,17,6,2,6,194,71,7,3,62
4,16,9,4,5,113,99,26,4,70
2,1,9,4,5,159,98,38,8,60
7,11,10,1,3,83,68,18,6,68
11,3,1,3,6,135,51,14,8,44
1,4,1,3,3,180,50,38,4,37
11,15,5,4,6,119,16,35,9,74
20,18,3,4,4,119,84,39,3,96
19,20,6,2,6,105,90,16,10,97
18,6,4,4,3,145,26,38,8,77
15,13,4,5,6,154,36,15,7,65
4,11,2,3,3,111,70,7,6,40
18,16,1,3,5,61,24,31,6,77
17,12,5,5,4,154,15,13,6,64
4,18,10,5,4,152,4,30,1,60
1,7,4,5,3,160,69,17,1,32
1,11,7,5,5,81,24,16,7,42
19,16,6,3,5,123,35,22,2,79
13,10,3,1,4,101,75,23,9,72
13,2,2,5,7,186,73,24,6,53
6,19,6,4,5,149,25,34,8,71
13,1,3,6,3,91,12,23,2,42
15,2,4,3,3,99,61,21,1,54
18,9,6,6,6,48,81,13,7,74
17,4,5,2,6,161,97,18,2,65
11,2,8,6,4,125,67,27,1,56
9,7,5,5,3,198,72,29,7,62
1,1,4,4,5,132,73,1,6,22
4,12,5,2,7,77,86,29,6,61
19,12,4,6,6,184,38,32,10,84
13,13,7,1,7,72,25,15,4,64
1,2,1,4,4,106,38,16,4,20
10,2,8,1,7,49,97,35,7,73
10,5,3,3,3,101,56,36,5,60
17,17,6,5,6,166,56,18,9,83
3,17,2,2,4,44,76,31,5,60
18,7,2,3,3,117,63,22,1,63
14,15,7,3,5,96,68,37,5,88
19,20,5,6,3,85,13,34,5,89
19,4,6,1,6,45,97,26,7,83
18,17,6,5,6,79,68,26,1,83
8,13,10,6,7,180,16,25,8,66
1,10,4,1,5,139,69,2,9,38
1,14,1,3,7,99,81,23,3,43
15,11,5,6,3,146,31,29,5,70
5,5,3,4,4,50,79,21,2,41
11,17,4,2,4,184,71,2,5,59
19,7,10,5,7,172,66,29,1,80
13,17,4,5,5,146,71,11,7,69
1,9,1,5,3,161,48,40,4,43
20,20,3,4,7,56,33,25,2,81
13,15,2,1,4,60,96,1,2,58
12,17,6,5,4,140,57,34,9,85
14,16,8,6,4,155,92,34,2,87
3,12,7,3,7,165,71,5,8,48
8,6,8,5,6,178,2,15,9,48
9,1,2,1,6,104,7,9,8,32
11,15,10,4,5,161,51,40,5,86
6,15,5,2,7,174,53,8,4,48
8,9,5,5,5,166,1,11,3,37
12,1,4,5,4,58,6,9,7,39
13,17,10,2,5,197,16,22,3,75
4,18,6,4,3,133,11,15,1,46
19,15,10,6,3,121,17,10,6,79
12,1,10,4,5,141,91,1,4,52
11,19,1,3,4,133,71,23,5,68
6,5,5,5,7,193,72,28,7,52
13,9,7,5,7,183,28,1,6,50
3,11,2,2,7,97,31,17,3,35
15,9,8,3,5,61,67,30,2,77
18,3,10,1,6,141,91,40,3,89
19,3,3,2,3,125,50,1,3,50
9,17,8,5,5,160,2,39,4,72
16,10,2,6,3,108,26,38,4,69
19,3,5,6,7,100,37,31,3,66
7,4,8,6,4,105,86,40,2,63
14,17,8,6,4,195,38,22,6,78
16,11,1,2,7,58,95,5,1,56
2,8,4,2,6,102,38,1,8,31
17,9,7,3,6,135,58,22,10,81
16,2,2,6,6,58,76,37,2,62
7,13,7,1,3,165,66,29,2,65
1,1,3,3,7,158,66,39,5,40
9,8,4,5,6,193,69,19,1,47
20,12,6,1,6,167,44,10,2,70
18,8,2,2,6,42,60,35,6,77
17,6,10,5,5,93,94,36,7,92
14,5,5,5,3,126,35,3,9,52
5,15,4,1,5,127,3,35,5,57
8,19,10,4,5,171,35,14,3,65
5,20,10,6,6,190,62,8,3,59
2,7,8,1,7,191,96,13,3,45
11,19,5,3,6,95,36,40,3,78
13,15,7,2,5,62,18,20,7,72
14,6,8,3,7,126,70,10,4,61
10,6,7,2,7,191,58,4,1,43
19,19,5,1,5,41,19,20,3,81
14,1,5,3,6,154,9,37,8,62
3,15,7,3,7,162,75,5,10,54
3,3,4,1,7,125,88,21,7,44
11,10,6,4,5,198,13,21,10,62
20,10,7,5,3,45,33,39,6,90
5,1,5,3,4,88,83,15,4,39
5,15,5,5,4,82,85,24,4,61
14,6,9,6,4,163,11,25,9,69
13,12,3,2,3,159,46,23,7,67
2,16,1,6,3,49,61,35,2,50
19,2,10,1,7,84,88,36,4,88
16,10,4,3,7,132,3,31,5,67
14,7,1,1,4,49,88,33,10,76
7,16,10,1,3,188,20,36,1,71
8,20,1,4,5,125,20,25,8,61
19,12,8,6,5,82,25,12,10,79
6,13,7,4,3,71,100,18,5,64
15,3,3,5,5,79,15,6,9,46
12,20,7,3,4,46,7,1,6,63
3,10,3,5,4,54,49,33,3,47
8,4,1,2,5,179,68,15,9,44
1,5,10,3,7,156,3,29,1,38
7,16,8,4,4,153,96,11,5,66
16,16,2,6,4,41,56,13,10,73
1,3,2,3,3,180,85,13,8,32
19,18,3,3,4,54,42,2,7,72
3,15,1,6,4,175,78,1,6,36
9,10,1,1,4,174,84,31,9,66
16,3,3,2,6,117,100,32,5,71
11,8,2,2,4,56,19,21,10,56
11,13,10,4,3,156,52,9,7,68
14,8,5,5,6,88,76,31,6,73
19,5,10,3,5,74,58,17,7,79
2,5,7,3,7,91,28,6,6,31
10,15,5,1,7,43,27,8,6,56
15,5,3,2,6,142,9,20,2,48
10,18,9,5,3,95,85,15,5,76
13,8,7,5,6,122,37,3,8,55
6,3,7,1,4,104,49,15,7,47
8,14,8,3,4,164,16,7,2,49
20,5,2,4,3,199,47,32,1,66
18,18,3,5,5,182,76,5,5,71
1,1,10,3,6,163,36,8,5,30
1,6,5,6,4,62,28,4,7,26
9,16,1,6,7,76,23,7,2,39
1,12,8,2,3,144,53,2,2,37
13,6,1,1,4,89,74,31,10,69
11,19,6,2,5,80,91,29,10,90
3,19,1,4,6,85,57,20,4,48
4,13,5,3,5,133,58,33,1,55
18,10,8,4,6,197,47,7,1,63
4,5,4,1,7,122,6,38,10,51
11,14,5,3,7,178,55,8,1,52
3,6,2,4,7,187,63,31,9,46
5,17,7,5,5,68,81,29,4,69
9,19,5,2,3,79,95,17,4,72
1,5,9,2,4,94,22,24,1,38
17,8,8,6,4,55,44,28,2,73
11,2,3,4,6,189,24,12,6,38
15,18,9,3,6,114,100,26,2,90
6,8,9,6,4,65,26,3,10,48
18,9,4,5,3,45,86,13,3,68
4,14,1,6,4,118,75,35,8,60
15,9,5,5,5,105,95,4,8,65
7,9,6,6,7,159,21,8,8,43
6,8,7,4,5,121,67,16,6,53
14,1,1,6,7,75,31,25,8,49
6,20,8,4,7,57,70,17,7,71
9,6,3,6,6,126,30,26,6,48
15,17,2,6,6,100,85,30,9,84
19,4,6,6,5,189,23,9,4,55
14,17,3,1,6,68,92,2,8,70
17,11,3,6,3,108,78,13,4,66
9,15,6,4,5,82,8,16,8,60
19,16,5,3,3,47,60,31,4,90
2,20,3,5,7,49,89,31,9,67
6,1,3,6,4,200,51,5,2,22
5,13,3,5,4,82,93,34,6,64
10,18,7,4,6,72,95,12,3,70
12,20,6,1,4,72,75,26,5,85
16,12,2,1,4,151,36,10,7,62
4,18,8,6,3,78,40,14,8,60
3,13,9,5,5,55,45,25,4,57
11,4,10,1,3,188,70,24,4,67
18,12,7,4,7,164,65,2,5,68
12,15,2,6,7,177,1,6,2,41
11,16,2,5,6,85,41,15,2,53
3,11,8,4,5,62,81,10,7,53
1,10,2,6,4,50,2,10,8,27
2,7,2,6,4,182,51,40,7,47
4,4,3,1,7,140,44,37,6,47
17,12,7,5,6,131,11,30,8,79
3,8,4,4,7,88,85,33,1,48
10,12,3,1,5,182,99,15,4,60
4,18,6,5,6,84,44,1,2,42
20,16,4,6,3,167,23,23,3,76
10,2,8,6,4,64,91,18,10,63
10,10,2,5,3,101,99,29,6,66
20,2,10,6,4,51,67,30,6,84
16,14,2,1,5,169,30,1,1,50
14,10,8,2,5,94,31,13,9,70
14,12,7,4,4,183,37,29,2,71
20,2,9,2,3,99,58,10,10,76
6,15,1,1,4,85,36,11,7,47
1,15,8,5,4,153,54,37,9,68
3,4,1,6,5,144,37,3,4,16
13,7,4,5,3,65,78,20,3,60
8,14,7,3,6,141,9,12,5,52
13,13,8,2,3,125,79,38,7,91
19,12,1,3,5,52,53,24,9,78
10,19,7,4,7,159,67,11,6,69
14,10,1,2,4,155,56,39,3,69
1,5,3,2,6,104,13,34,2,33
6,6,4,1,7,191,44,10,5,37
1,12,8,5,4,114,6,30,10,55
16,13,3,2,6,56,98,17,6,76
15,3,4,4,7,199,53,32,2,59
5,18,5,4,6,140,15,20,8,57
5,8,5,2,6,85,21,14,3,37
8,19,9,2,3,59,62,24,7,81
17,1,7,1,3,165,88,8,6,64
4,14,3,5,4,114,31,39,7,59
5,11,1,3,5,114,99,14,3,44
15,6,9,4,5,77,27,5,6,59
6,14,1,6,5,124,49,6,8,42
7,9,8,5,4,72,99,8,9,61
14,8,3,1,6,185,57,16,3,56
1,13,6,6,3,139,82,24,5,53
14,5,2,2,5,160,86,36,10,75
1,16,5,6,3,55,57,15,9,52
17,5,10,3,6,152,50,11,3,65
2,1,9,6,4,164,23,36,8,48
13,10,10,3,7,187,37,12,9,69
1,10,7,2,3,116,50,30,4,52
17,5,1,2,4,128,69,19,1,56
8,10,7,3,6,65,85,38,9,79
17,12,6,6,6,90,95,36,5,89
17,17,10,4,4,146,50,36,8,101
11,3,5,2,7,152,75,1,10,49
20,14,10,2,5,94,34,22,3,87
18,20,8,2,7,98,21,2,2,72
12,9,5,2,4,69,26,20,3,56
20,13,6,1,7,163,84,37,1,91
20,5,2,5,4,190,60,27,1,64
11,10,8,6,6,57,11,27,10,69
4,4,8,1,4,89,10,24,2,41
5,16,6,6,7,190,47,18,10,59
1,18,7,6,5,74,81,29,6,65
4,11,4,1,7,53,98,33,6,63
2,5,10,3,7,176,97,4,9,47
18,15,4,6,3,128,95,14,9,83
14,6,5,2,4,173,17,24,9,64
20,18,4,4,3,87,45,32,6,92
1,1,9,5,3,118,97,31,6,52
17,12,10,5,3,45,96,21,9,94
6,3,4,6,5,126,68,28,5,46
11,19,10,5,3,79,2,38,7,87
14,6,10,2,4,193,41,36,1,73
17,19,2,4,7,125,44,30,10,86
10,14,7,4,5,50,29,19,4,62
11,15,2,6,7,80,30,21,10,62
18,5,5,4,4,200,12,2,5,50
5,12,1,6,4,147,62,25,8,51
18,2,3,1,6,168,35,5,10,55
3,15,7,6,3,164,64,32,8,66
13,4,6,3,3,91,66,8,3,52
18,19,3,5,3,75,66,8,4,74
16,10,3,4,3,139,9,37,3,68
11,8,3,1,4,103,73,32,8,70
20,14,4,4,6,102,42,13,8,77
18,2,6,6,7,123,18,3,4,46
15,13,5,5,5,77,90,28,10,86
12,18,4,3,4,137,38,18,3,65
16,15,1,2,3,61,86,13,8,74
5,11,4,4,7,58,18,2,2,29
8,4,8,6,7,129,55,6,5,42
20,8,9,2,4,134,48,11,8,80
4,20,4,5,6,125,17,27,3,53
2,20,1,2,6,115,84,22,6,56
15,10,1,2,7,70,95,25,8,73
3,7,9,2,3,121,26,32,7,57
1,15,4,4,4,108,18,22,6,44
15,13,8,6,7,150,29,34,2,75
2,11,8,6,4,71,49,21,2,46
19,1,4,1,7,193,39,5,1,46
19,14,8,6,7,109,33,38,2,87
5,10,9,5,3,116,3,19,9,54
20,1,1,5,3,169,94,36,6,74
17,4,5,6,6,106,100,16,3,63
18,14,3,3,5,67,19,33,6,79
17,12,2,6,6,171,90,17,5,69
17,8,1,4,4,172,4,8,10,53
10,3,10,6,4,75,25,19,3,51
3,17,6,4,6,120,68,34,3,63
1,17,2,5,3,178,7,15,9,40
4,7,1,2,3,61,46,11,6,34
16,2,1,4,5,149,49,28,3,54
13,12,7,5,5,93,55,24,3,69
17,2,8,6,3,144,64,13,3,61
1,6,5,1,5,122,54,40,9,56
13,13,4,1,3,53,84,31,9,84
4,5,1,1,6,103,92,22,5,42
12,7,3,6,6,100,47,2,8,45
2,17,5,4,7,76,41,7,7,45
18,6,6,6,3,111,70,14,7,70
8,14,10,1,7,122,49,26,3,70
11,9,9,2,5,177,42,22,6,67
19,2,10,5,3,138,47,14,6,70
13,20,8,3,5,167,9,6,6,68
5,10,8,1,5,154,34,15,8,54
19,13,5,3,7,155,45,27,7,83
16,16,7,2,5,125,27,11,8,75
8,4,5,2,3,120,61,30,2,53
14,20,2,1,4,164,36,15,4,67
13,17,7,2,4,107,93,36,4,91
4,17,3,5,6,167,60,6,6,44
16,8,2,2,5,138,9,30,6,63
6,19,5,1,3,117,94,33,1,73
3,3,8,6,4,60,53,7,8,38
7,3,10,1,6,135,100,8,8,57
4,7,3,5,3,165,66,24,3,41
17,15,9,5,5,60,81,38,9,103
15,18,4,5,7,134,4,7,8,62
12,4,4,1,7,200,85,31,2,60
7,17,1,3,7,170,24,15,2,43
12,19,5,3,5,168,68,10,3,66
9,1,10,2,7,142,4,12,7,46
2,14,6,4,3,181,79,40,7,68
8,18,9,1,3,59,100,17,7,81
13,15,2,2,3,143,69,38,2,75
18,7,8,2,3,90,35,12,6,70
14,15,4,1,5,89,16,15,5,64
8,20,1,1,4,45,100,38,8,83
15,9,1,3,4,147,9,27,3,55
18,13,2,5,7,73,78,11,7,70
12,5,4,3,6,43,91,26,10,69
1,18,5,3,7,51,84,10,9,55
18,14,5,2,6,185,56,3,4,66
15,3,6,4,5,164,78,19,4,61
20,9,7,6,5,132,33,2,1,59
11,6,2,1,4,60,24,12,3,41
11,16,4,5,4,173,74,14,7,66
4,9,6,1,5,162,65,2,8,44
19,5,7,4,3,75,40,31,9,83
6,10,2,2,3,200,82,11,7,47
1,16,10,6,6,127,74,29,1,60
17,17,8,2,6,100,15,4,4,70
5,11,9,6,3,73,45,27,1,56
7,8,1,6,6,159,21,10,3,28
20,11,1,6,6,55,90,12,10,75
5,4,2,2,7,137,65,13,10,40
3,15,2,1,3,122,67,31,2,53
11,4,3,1,5,63,74,10,8,52
4,20,2,5,3,116,2,10,6,42
18,19,8,1,6,131,12,2,3,71
4,9,9,3,5,40,94,35,6,70
18,19,7,6,6,84,34,36,5,93
19,6,9,6,3,185,48,34,5,83
14,2,2,1,5,192,78,23,6,58
20,1,8,4,5,111,73,38,6,85
8,4,5,6,7,148,80,19,8,51
2,9,3,6,7,170,65,2,6,28
19,20,2,3,3,54,24,20,6,80
4,9,4,2,6,144,77,37,3,56
6,12,10,3,4,115,31,12,2,52
16,15,7,2,5,75,56,16,10,84
18,20,8,6,5,165,66,11,8,88
13,13,8,4,5,123,54,8,6,66
10,11,5,1,3,159,88,26,1,65
15,12,3,2,6,100,78,19,1,65
5,14,1,2,5,147,46,20,6,48
3,9,2,2,5,47,94,7,8,42
5,16,9,3,5,89,3,2,1,42
17,8,9,3,6,192,43,22,6,76
1,11,1,2,6,104,78,19,2,36
10,16,1,2,4,120,28,25,3,57
13,12,9,2,6,78,86,19,8,82
13,16,5,3,3,137,38,29,10,81
5,14,5,4,5,150,5,6,9,43
4,16,6,2,6,147,26,28,7,60
8,9,3,5,3,135,90,20,8,58
13,15,2,5,6,77,46,12,4,56
1,16,3,2,3,132,64,28,6,55
15,14,3,2,4,51,96,39,2,84
2,15,4,2,4,120,71,40,2,60
6,1,3,4,7,107,11,11,4,23
9,19,5,4,3,102,28,4,10,61
9,3,5,1,4,91,31,35,7,59
19,14,3,1,6,53,99,40,6,97
14,12,7,5,6,125,65,19,1,66
17,1,10,1,4,97,85,7,7,70
1,15,9,6,6,72,71,23,9,63
20,17,1,1,7,107,60,28,2,80
19,6,7,3,4,174,72,20,2,72
5,17,5,3,5,134,18,17,9,56
20,4,5,6,6,95,78,24,6,74
19,4,7,3,6,195,97,38,4,85
1,9,7,5,3,115,62,40,1,53
7,6,9,6,7,46,39,22,7,55
14,17,5,2,4,63,17,7,1,58
6,7,6,3,4,179,80,38,2,60
19,15,5,5,7,44,6,3,6,64
17,16,2,6,5,149,16,30,8,76
9,4,10,3,4,55,92,7,6,58
20,6,5,5,5,64,77,1,5,63
4,17,7,5,5,105,60,39,2,67
10,14,8,1,4,163,19,23,5,67
17,15,2,6,7,83,61,20,2,67
7,4,6,5,3,71,26,22,3,43
14,13,4,3,4,117,20,35,8,76
12,12,10,1,3,188,59,4,7,68
10,10,2,1,6,176,10,28,3,50
16,7,7,5,3,136,76,2,6,62
9,10,5,5,3,179,83,26,3,61
17,10,8,6,6,152,14,3,5,59
6,15,3,3,7,89,50,31,2,56
20,7,3,3,3,151,31,24,9,74
5,10,6,2,6,46,73,23,5,57
9,7,8,1,4,41,73,40,6,77
3,7,2,2,5,198,62,28,3,40
8,2,6,5,4,70,4,10,2,31
12,14,6,4,3,162,92,36,7,86
8,8,5,6,3,156,45,30,10,62
7,16,10,6,3,86,52,33,7,79
12,17,4,5,4,157,48,8,8,63
17,15,5,4,4,84,79,3,4,69
19,4,9,6,3,88,10,39,6,81
20,15,8,2,7,56,91,36,6,104
6,19,3,4,3,141,60,30,5,65
19,6,9,2,7,86,55,22,1,74
10,20,7,2,6,163,22,12,10,71
3,7,9,5,3,68,54,21,4,49
9,7,1,4,7,143,45,32,2,47
4,15,8,6,6,129,48,30,6,63
19,18,8,5,3,118,41,7,7,82
18,8,3,4,4,190,52,36,2,72
6,16,1,5,6,162,69,7,3,41
3,2,6,3,3,143,77,32,4,48
18,20,1,5,7,128,65,12,3,70
4,6,6,4,4,140,7,29,8,47
20,16,8,2,7,182,84,35,2,98
9,19,6,1,4,88,58,18,10,77
3,16,9,3,4,117,22,31,2,60
13,11,10,6,5,82,33,7,5,62
2,14,8,1,6,116,86,14,9,61
1,12,5,6,4,85,6,13,3,31
7,15,6,2,4,92,69,15,2,58
7,9,6,2,5,140,46,22,6,56
12,20,8,5,5,58,29,30,10,88
8,19,3,1,3,150,56,39,5,76
16,18,6,6,7,166,98,36,1,89
7,18,2,3,4,45,62,39,7,74
10,15,2,3,4,91,68,1,3,48
2,12,6,2,4,73,93,17,7,56
7,7,5,6,5,49,64,18,9,54
7,3,1,2,5,193,44,37,2,43
7,16,6,4,7,90,45,32,10,73
7,17,1,2,6,192,48,26,6,58
18,4,10,3,3,107,32,6,3,62
13,17,1,5,4,64,34,14,8,62
14,15,10,2,3,49,85,39,9,103
14,3,9,4,4,126,58,26,4,67
9,9,1,3,6,87,49,32,8,59
4,7,3,2,3,80,45,4,2,28
13,8,7,5,4,104,81,21,1,64
10,3,2,5,7,101,75,16,10,49
14,4,4,6,3,131,12,32,7,60
10,11,1,6,7,101,77,17,2,48
12,4,2,6,6,106,65,35,7,61
19,1,1,1,6,118,55,35,7,69
14,1,2,4,6,58,91,39,7,68
13,4,6,2,4,47,80,29,6,70
